st_text,ts,sub,frm,email,tag,mid,link
Sent,17-04-2026 17:48:17,Honest question about Eberly McMahon Copetas LLC's website,geri@smartflowdev.com,deberly@emclawyers.com,NA,<202604171548.19469565163@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:48:14,Denver Traffic Lawyer LLC — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,team@denvertrafficlawyer.com,NA,<202604171548.12401926734@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:48:11,Denver Traffic Lawyer LLC — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,team@denvertrafficlawyer.com,NA,<202604171548.12401926734@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:48:09,Honest question about My AZ Lawyers PLC's website,geri@smartflowdev.com,info@myazlawyers.com,NA,<202604171547.53678983295@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:48:09,Noticed something about Rothchild Law Office's site,geri@smartflowdev.com,barry@askbarrynow.com,NA,<202604171548.54765654979@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:48:05,Noticed something about Rothchild Law Office's site,geri@smartflowdev.com,barry@askbarrynow.com,NA,<202604171548.54765654979@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:48:04,Honest question about My AZ Lawyers PLC's website,geri@smartflowdev.com,info@myazlawyers.com,NA,<202604171547.53678983295@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 17:48:03,Honest question about Lippman Recupero's website,geri@smartflowdev.com,info@lippmanrecupero.com,NA,<202604171547.82583555120@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,17-04-2026 17:48:03,Honest question about Lippman Recupero's website,geri@smartflowdev.com,info@lippmanrecupero.com,NA,<202604171547.82583555120@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Loaded by proxy,17-04-2026 17:47:58,Lamber Goodnow Injury Lawyers — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,mlamber@fennemorelaw.com,NA,<202604171545.49851749726@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:58,Honest question about My AZ Lawyers PLC's website,geri@smartflowdev.com,info@myazlawyers.com,NA,<202604171547.53678983295@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:47:54,Durstock & Durstock — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,justin@durstock.com,NA,<202604171547.83283069746@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:52,Durstock & Durstock — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,justin@durstock.com,NA,<202604171547.83283069746@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:47:50,Honest question about Lippman Recupero's website,geri@smartflowdev.com,info@lippmanrecupero.com,NA,<202604171547.82583555120@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:47:47,Noticed something about Van Horn Law Office's site,geri@smartflowdev.com,leevanhorn@vanhornlawoffice.net,NA,<202604171547.35558595195@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:46,Noticed something about Van Horn Law Office's site,geri@smartflowdev.com,leevanhorn@vanhornlawoffice.net,NA,<202604171547.35558595195@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:47:42,Honest question about Lippman Recupero's website,geri@smartflowdev.com,info@lippmanrecupero.com,NA,<202604171547.82583555120@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:39,Honest question about Lippman Recupero's website,geri@smartflowdev.com,info@lippmanrecupero.com,NA,<202604171547.82583555120@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 17:47:38,Noticed something about Sweeney Merrigan Law LLP's site,geri@smartflowdev.com,contact@sweeneymerrigan.com,NA,<202604171547.49550660007@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Clicked,17-04-2026 17:47:38,Noticed something about Sweeney Merrigan Law LLP's site,geri@smartflowdev.com,contact@sweeneymerrigan.com,NA,<202604171547.49550660007@smtp-relay.mailin.fr>,https://smartflowdev.com
Deferred,17-04-2026 17:47:38,Honest question about Mintz Law Firm LLC's website,geri@smartflowdev.com,info@mintzlawfirm.com,NA,<202604171546.93839711611@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:47:37,Boston Banking Law — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,khandly@bostonbankinglaw.com,NA,<202604171547.10981801232@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:33,Boston Banking Law — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,khandly@bostonbankinglaw.com,NA,<202604171547.10981801232@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:47:30,Noticed something about Law Office of Alexander's site,geri@smartflowdev.com,ashapoval@shapovallaw.com,NA,<202604171547.25587877845@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:27,Noticed something about Law Office of Alexander's site,geri@smartflowdev.com,ashapoval@shapovallaw.com,NA,<202604171547.25587877845@smtp-relay.mailin.fr>,NA
Deferred,17-04-2026 17:47:22,Honest question about Morrison Mahoney LLP's website,geri@smartflowdev.com,boston@morrisonmahoney.com,NA,<202604171547.99325420464@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:21,Honest question about Morrison Mahoney LLP's website,geri@smartflowdev.com,boston@morrisonmahoney.com,NA,<202604171547.99325420464@smtp-relay.mailin.fr>,NA
Soft bounce,17-04-2026 17:47:16,Denver Car Accident Attorneys — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@lawfirmofjeremyrosenthal.com,NA,<202604171547.67817187474@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:14,Denver Car Accident Attorneys — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@lawfirmofjeremyrosenthal.com,NA,<202604171547.67817187474@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:47:14,Noticed something about Sweeney Merrigan Law LLP's site,geri@smartflowdev.com,contact@sweeneymerrigan.com,NA,<202604171547.49550660007@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:47:11,Noticed something about Sweeney Merrigan Law LLP's site,geri@smartflowdev.com,contact@sweeneymerrigan.com,NA,<202604171547.49550660007@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:08,Noticed something about Sweeney Merrigan Law LLP's site,geri@smartflowdev.com,contact@sweeneymerrigan.com,NA,<202604171547.49550660007@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:47:04,Honest question about Law Office Of Frank's website,geri@smartflowdev.com,frank@thefernandezfirm.com,NA,<202604171547.89895598101@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:47:03,Lamber Goodnow Injury Lawyers — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,mlamber@fennemorelaw.com,NA,<202604171545.49851749726@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:47:02,Honest question about Law Office Of Frank's website,geri@smartflowdev.com,frank@thefernandezfirm.com,NA,<202604171547.89895598101@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:55,Law Offices of Richard — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,rnglaw@verizon.net,NA,<202604171546.74538587078@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:46:51,Noticed something about Hannaford Immigration Law's site,geri@smartflowdev.com,paul@hannafordimmigration.com,NA,<202604171546.42518745495@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:50,Noticed something about Hannaford Immigration Law's site,geri@smartflowdev.com,paul@hannafordimmigration.com,NA,<202604171546.42518745495@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 17:46:49,Noticed something about Law Firm's site,geri@smartflowdev.com,info@muhaisenlaw.com,NA,<202604171546.13971303499@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,17-04-2026 17:46:49,Noticed something about Law Firm's site,geri@smartflowdev.com,info@muhaisenlaw.com,NA,<202604171546.13971303499@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Delivered,17-04-2026 17:46:46,Honest question about Ropes & Gray LLP's website,geri@smartflowdev.com,renata.ferrari@ropesgray.com,NA,<202604171546.19160832549@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:43,Honest question about Ropes & Gray LLP's website,geri@smartflowdev.com,renata.ferrari@ropesgray.com,NA,<202604171546.19160832549@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 17:46:42,Honest question about The Boyle Law Firm's website,geri@smartflowdev.com,bill@boyleinjurylaw.com,NA,<202604171546.83476166531@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,17-04-2026 17:46:42,Honest question about The Boyle Law Firm's website,geri@smartflowdev.com,bill@boyleinjurylaw.com,NA,<202604171546.83476166531@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Delivered,17-04-2026 17:46:38,Kiley Law Group LLC — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,contact@tomkileylaw.com,NA,<202604171546.52021390480@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:36,Kiley Law Group LLC — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,contact@tomkileylaw.com,NA,<202604171546.52021390480@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:46:32,Noticed something about Steele Law Criminal Defense's site,geri@smartflowdev.com,mts@msteelelaw.com,NA,<202604171546.74017584069@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:31,Noticed something about Steele Law Criminal Defense's site,geri@smartflowdev.com,mts@msteelelaw.com,NA,<202604171546.74017584069@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:46:30,Honest question about The Boyle Law Firm's website,geri@smartflowdev.com,bill@boyleinjurylaw.com,NA,<202604171546.83476166531@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:46:27,Honest question about The Boyle Law Firm's website,geri@smartflowdev.com,bill@boyleinjurylaw.com,NA,<202604171546.83476166531@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:24,Honest question about The Boyle Law Firm's website,geri@smartflowdev.com,bill@boyleinjurylaw.com,NA,<202604171546.83476166531@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:46:23,Noticed something about Law Firm's site,geri@smartflowdev.com,info@muhaisenlaw.com,NA,<202604171546.13971303499@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:46:21,Consumer Law Pro — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@fwlawgroup.com,NA,<202604171546.49068564061@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:18,Consumer Law Pro — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@fwlawgroup.com,NA,<202604171546.49068564061@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:46:15,Noticed something about Law Firm's site,geri@smartflowdev.com,info@muhaisenlaw.com,NA,<202604171546.13971303499@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:12,Noticed something about Law Firm's site,geri@smartflowdev.com,info@muhaisenlaw.com,NA,<202604171546.13971303499@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:46:06,Honest question about Mintz Law Firm LLC's website,geri@smartflowdev.com,info@mintzlawfirm.com,NA,<202604171546.93839711611@smtp-relay.mailin.fr>,NA
Deferred,17-04-2026 17:46:01,Lamber Goodnow Injury Lawyers — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,mlamber@fennemorelaw.com,NA,<202604171545.49851749726@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:59,Lamber Goodnow Injury Lawyers — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,mlamber@fennemorelaw.com,NA,<202604171545.49851749726@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:45:55,Noticed something about Wolf Law LLC's site,geri@smartflowdev.com,jeff@wolflawcolorado.com,NA,<202604171545.76762520037@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:53,Noticed something about Wolf Law LLC's site,geri@smartflowdev.com,jeff@wolflawcolorado.com,NA,<202604171545.76762520037@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:45:50,Adler Giersch — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@adlergiersch.com,NA,<202604171545.44256901908@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:45:49,Honest question about Bradley Johnson Attorneys's website,geri@smartflowdev.com,brad@bjlfirm.com,NA,<202604171545.61680446392@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:46,Honest question about Bradley Johnson Attorneys's website,geri@smartflowdev.com,brad@bjlfirm.com,NA,<202604171545.61680446392@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:45:44,Noticed something about Roosevelt Law Center's site,geri@smartflowdev.com,info@lawgate.net,NA,<202604171545.69349715607@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:45:43,Adler Giersch — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@adlergiersch.com,NA,<202604171545.44256901908@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:40,Adler Giersch — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@adlergiersch.com,NA,<202604171545.44256901908@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:45:38,Noticed something about Roosevelt Law Center's site,geri@smartflowdev.com,info@lawgate.net,NA,<202604171545.69349715607@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:34,Noticed something about Roosevelt Law Center's site,geri@smartflowdev.com,info@lawgate.net,NA,<202604171545.69349715607@smtp-relay.mailin.fr>,NA
Soft bounce,17-04-2026 17:45:29,Emerald City Bike Lawyer — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,hi@typemade.mx,NA,<202604171545.10837614203@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:45:29,Honest question about Moseley Collins Law's website,geri@smartflowdev.com,incoming@moseleycollins.com,NA,<202604171545.70536596364@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:27,Honest question about Moseley Collins Law's website,geri@smartflowdev.com,incoming@moseleycollins.com,NA,<202604171545.70536596364@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:45:27,The Law Office of — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@hofmanimmigration.com,NA,<202604171545.10688053836@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:22,The Law Office of — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@hofmanimmigration.com,NA,<202604171545.10688053836@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 17:45:21,Honest question about Dickson Law Group's website,geri@smartflowdev.com,reception@dicksonlegal.com,NA,<202604171544.97926758555@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Clicked,17-04-2026 17:45:21,Honest question about Dickson Law Group's website,geri@smartflowdev.com,reception@dicksonlegal.com,NA,<202604171544.97926758555@smtp-relay.mailin.fr>,https://smartflowdev.com
First opening,17-04-2026 17:45:18,Honest question about Davis Law Group P.S.'s website,geri@smartflowdev.com,info@injurytriallawyer.com,NA,<202604171545.65982654222@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:45:18,Noticed something about Budge & Heipt PLLC's site,geri@smartflowdev.com,media@budgeandheipt.com,NA,<202604171545.20753418763@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:15,Noticed something about Budge & Heipt PLLC's site,geri@smartflowdev.com,media@budgeandheipt.com,NA,<202604171545.20753418763@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:45:12,Honest question about Davis Law Group P.S.'s website,geri@smartflowdev.com,info@injurytriallawyer.com,NA,<202604171545.65982654222@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:09,Honest question about Davis Law Group P.S.'s website,geri@smartflowdev.com,info@injurytriallawyer.com,NA,<202604171545.65982654222@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:45:02,Emerald City Bike Lawyer — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,hi@typemade.mx,NA,<202604171545.10837614203@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:45:01,Honest question about Dickson Law Group's website,geri@smartflowdev.com,reception@dicksonlegal.com,NA,<202604171544.97926758555@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:58,Noticed something about Dubin Law Group's site,geri@smartflowdev.com,mattdubin@gmail.com,NA,<202604171544.66851489829@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:57,Noticed something about Dubin Law Group's site,geri@smartflowdev.com,mattdubin@gmail.com,NA,<202604171544.66851489829@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:55,Honest question about Dickson Law Group's website,geri@smartflowdev.com,reception@dicksonlegal.com,NA,<202604171544.97926758555@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:50,Honest question about Dickson Law Group's website,geri@smartflowdev.com,reception@dicksonlegal.com,NA,<202604171544.97926758555@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:46,Phillips Law Firm — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,complimentarycasereview@justiceforyou.com,NA,<202604171544.95384194805@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:44,Phillips Law Firm — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,complimentarycasereview@justiceforyou.com,NA,<202604171544.95384194805@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:43,Noticed something about ABC Legal Services's site,geri@smartflowdev.com,internationalinfo@abclegal.com,NA,<202604171544.12907908885@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 17:44:40,Noticed something about ABC Legal Services's site,geri@smartflowdev.com,internationalinfo@abclegal.com,NA,<202604171544.12907908885@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:38,Noticed something about ABC Legal Services's site,geri@smartflowdev.com,internationalinfo@abclegal.com,NA,<202604171544.12907908885@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:33,Honest question about Gustad Law Group's website,geri@smartflowdev.com,jp@gustadlaw.com,NA,<202604171544.18661674591@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:31,Honest question about Gustad Law Group's website,geri@smartflowdev.com,jp@gustadlaw.com,NA,<202604171544.18661674591@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:28,Mansell Law — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,consult@manselllawllc.com,NA,<202604171544.22052028476@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:24,Mansell Law — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,consult@manselllawllc.com,NA,<202604171544.22052028476@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:23,Noticed something about Jeremy Dodgion Attorney at's site,geri@smartflowdev.com,jdodgion@jeremydodgionlaw.com,NA,<202604171544.40775923046@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:18,Noticed something about Jeremy Dodgion Attorney at's site,geri@smartflowdev.com,jdodgion@jeremydodgionlaw.com,NA,<202604171544.40775923046@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:14,Honest question about Jay E. Michael's website,geri@smartflowdev.com,team@latofonts.com,NA,<202604171544.31217955471@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:12,Honest question about Jay E. Michael's website,geri@smartflowdev.com,team@latofonts.com,NA,<202604171544.31217955471@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:07,Sever Storey LLP — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,jordan@landownerattorneys.com,NA,<202604171544.20887012066@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:44:06,Sever Storey LLP — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,jordan@landownerattorneys.com,NA,<202604171544.20887012066@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:01,Noticed something about Rutan Law's site,geri@smartflowdev.com,rutanlaw@gmail.com,NA,<202604171543.91581350637@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:44:00,Honest question about Law Office of James's website,geri@smartflowdev.com,jowen@columbuscriminaldefenseattorney.com,NA,<202604171543.24178461939@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:43:59,Noticed something about Rutan Law's site,geri@smartflowdev.com,rutanlaw@gmail.com,NA,<202604171543.91581350637@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:43:53,Honest question about Law Office of James's website,geri@smartflowdev.com,jowen@columbuscriminaldefenseattorney.com,NA,<202604171543.24178461939@smtp-relay.mailin.fr>,NA
Hard bounce,17-04-2026 17:43:48,Battisti & Ansbro — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,hello@ansbrolaw.com,NA,<202604171543.47592653697@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:43:47,Battisti & Ansbro — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,hello@ansbrolaw.com,NA,<202604171543.47592653697@smtp-relay.mailin.fr>,NA
Hard bounce,17-04-2026 17:43:46,Honest question about Thomas Taneff Co. LPA's website,geri@smartflowdev.com,contactus@tanefflaw.com,NA,<202604171543.86415999236@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:43:42,Noticed something about Spadafore Law's site,geri@smartflowdev.com,craig@spadaforelaw.com,NA,<202604171543.88369208563@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:43:41,Noticed something about Spadafore Law's site,geri@smartflowdev.com,craig@spadaforelaw.com,NA,<202604171543.88369208563@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:43:39,Honest question about Thomas Taneff Co. LPA's website,geri@smartflowdev.com,contactus@tanefflaw.com,NA,<202604171543.86415999236@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:43:35,Honest question about Thomas Taneff Co. LPA's website,geri@smartflowdev.com,contactus@tanefflaw.com,NA,<202604171543.86415999236@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:43:35,Suzanne K. Sabol & — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,hntouinc@hntou.edu.cn,NA,<202604171543.78458687315@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 17:43:33,Noticed something about John M. Alton's site,geri@smartflowdev.com,jalton@johnalton.com,NA,<202604171543.83411222289@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:43:29,Suzanne K. Sabol & — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,hntouinc@hntou.edu.cn,NA,<202604171543.78458687315@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 17:43:22,Noticed something about John M. Alton's site,geri@smartflowdev.com,jalton@johnalton.com,NA,<202604171543.83411222289@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 16:44:31,Noticed something about Edinburgh Dental Studio's site,geri@smartflowdev.com,info@edinburghdentalstudio.co.uk,NA,<202604171100.43675701547@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Delivered,17-04-2026 16:23:01,Honest question about Great North Dental Care's website,geri@smartflowdev.com,reception@greatnorthdentalcare.co.uk,NA,<202604171057.62681948760@smtp-relay.mailin.fr>,NA
Loaded by proxy,17-04-2026 15:43:45,Cure Dental — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@curedental.com.au,NA,<202604170521.98417383489@smtp-relay.mailin.fr>,NA
Loaded by proxy,17-04-2026 15:37:46,Noticed something about Dr. Carl H. Boykin's site,geri@smartflowdev.com,chboykin@hotmail.com,NA,<202604161753.65380023057@smtp-relay.mailin.fr>,NA
Loaded by proxy,17-04-2026 15:19:31,Honest question about Todays Dental's website,geri@smartflowdev.com,info@todaysdentaledgecliff.com,NA,<202604170519.78092786415@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 14:46:10,Manchester Dental — honest feedback on your site,studio@smartflowdev.com,admin@manchestercitydental.com,NA,<202604162053.67988879740@smtp-relay.mailin.fr>,NA
Loaded by proxy,17-04-2026 14:00:51,Manly Dental Care — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@manlydentalcare.com.au,NA,<202604170520.66045270392@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 13:59:51,Noticed something about Church Road Dental Practice's site,geri@smartflowdev.com,info@cardiffdentalcare.com,NA,<202604171058.39537988433@smtp-relay.mailin.fr>,NA
Loaded by proxy,17-04-2026 13:50:07,Manly Dental Care — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,info@manlydentalcare.com.au,NA,<202604170520.66045270392@smtp-relay.mailin.fr>,NA
Opened,17-04-2026 13:09:19,Noticed something about Queen's Quarter Dental's site,geri@smartflowdev.com,admin@queensquarterdental.com,NA,<202604171101.86315397632@smtp-relay.mailin.fr>,NA
Opened,17-04-2026 13:08:23,Noticed something about Queen's Quarter Dental's site,geri@smartflowdev.com,admin@queensquarterdental.com,NA,<202604171101.86315397632@smtp-relay.mailin.fr>,NA
Opened,17-04-2026 13:02:25,Noticed something about Queen's Quarter Dental's site,geri@smartflowdev.com,admin@queensquarterdental.com,NA,<202604171101.86315397632@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 13:01:27,Noticed something about Queen's Quarter Dental's site,geri@smartflowdev.com,admin@queensquarterdental.com,NA,<202604171101.86315397632@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:01:19,Noticed something about Queen's Quarter Dental's site,geri@smartflowdev.com,admin@queensquarterdental.com,NA,<202604171101.86315397632@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:01:16,Noticed something about Queen's Quarter Dental's site,geri@smartflowdev.com,admin@queensquarterdental.com,NA,<202604171101.86315397632@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 13:01:13,Noticed something about Edinburgh Dental Studio's site,geri@smartflowdev.com,info@edinburghdentalstudio.co.uk,NA,<202604171100.43675701547@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,17-04-2026 13:01:13,Noticed something about Edinburgh Dental Studio's site,geri@smartflowdev.com,info@edinburghdentalstudio.co.uk,NA,<202604171100.43675701547@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,17-04-2026 13:01:13,Noticed something about Edinburgh Dental Studio's site,geri@smartflowdev.com,info@edinburghdentalstudio.co.uk,NA,<202604171100.43675701547@smtp-relay.mailin.fr>,https://smartflowdev.com/chatbot
Clicked,17-04-2026 13:01:13,Noticed something about Edinburgh Dental Studio's site,geri@smartflowdev.com,info@edinburghdentalstudio.co.uk,NA,<202604171100.43675701547@smtp-relay.mailin.fr>,https://smartflowdev.com
Delivered,17-04-2026 13:01:10,Honest question about Frederick Street Dental Care's website,geri@smartflowdev.com,info@frederickstreetdental.co.uk,NA,<202604171101.93655212716@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:01:08,Honest question about Frederick Street Dental Care's website,geri@smartflowdev.com,info@frederickstreetdental.co.uk,NA,<202604171101.93655212716@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:01:04,Slateford Dental Care — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,appointment@slateforddentalcare.com,NA,<202604171101.86260259772@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:01:02,Slateford Dental Care — what happens when someone visits your site at 11pm?,geri@smartflowdev.com,appointment@slateforddentalcare.com,NA,<202604171101.86260259772@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 13:00:57,Noticed something about Edinburgh Dental Studio's site,geri@smartflowdev.com,info@edinburghdentalstudio.co.uk,NA,<202604171100.43675701547@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 13:00:56,Noticed something about Edinburgh Dental Studio's site,geri@smartflowdev.com,info@edinburghdentalstudio.co.uk,NA,<202604171100.43675701547@smtp-relay.mailin.fr>,NA
